Program_Code,Institution_Name,Depertments,Programme_Name,Cutoff_2023,Cutoff_2022,Subject_1,Subject_2,Subject_3,Subject_4,Department
1249233,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,24.8,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1685233,THARAKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN INFORMATION SCIENCE,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF SCIENCE IN INFORMATION SCIENCE
1053233,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE IN LIBRARY AND KNOWLEDGE
MANAGEMENT",21.375,21.444,MAT A(121)/MAT B(122):C,,,,"BACHELOR OF SCIENCE IN LIBRARY AND KNOWLEDGE
MANAGEMENT"
1114234,UNIVERSITY OF ELDORET,Hospitality & Tourism,BACHELOR OF TRAVEL & TOURS OPERATIONS MANAGEMENT,23.068,-,,,,,BACHELOR OF TRAVEL & TOURS OPERATIONS MANAGEMENT
1087234,KISII UNIVERSITY,Hospitality & Tourism,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT,21.375,22.887,,,,,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT
1253234,MOI UNIVERSITY,Hospitality & Tourism,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT,21.375,24.987,,,,,BACHELOR OF TRAVEL AND TOURS OPERATIONS MANAGEMENT
1246234,MURANG'A UNIVERSITY OF TECHNOLOGY,Hospitality & Tourism,BACHELOR OF TRAVEL & TOURS MANAGEMENT,21.375,21.935,,,,,BACHELOR OF TRAVEL & TOURS MANAGEMENT
1053235,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Hospitality & Tourism,BACHELOR OF INTERNATIONAL TOURISM MANAGEMENT,23.39,24.518,,,,,BACHELOR OF INTERNATIONAL TOURISM MANAGEMENT
1087236,KISII UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,21.914,18.638,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1111232,KENYATTA UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,38.915,39.905,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1166232,SOUTH EASTERN KENYA UNIVERSITY,IT,BACHELOR OF INFORMATION TECHNOLOGY,22.751,23.196,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1580236,"KENYATTA UNIVERSITY - MAMA NGINA
UNIVERSITY COLLEGE",IT,BACHELOR OF INFORMATION TECHNOLOGY,26.696,23.257,MAT A(121):C,ENG(101)/KIS(102):C,,,Engineering
1087237,KISII UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,,Arts & Humanities
1111237,KENYATTA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),29.717,34.531,,,,,Arts & Humanities
1117237,PWANI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,,Arts & Humanities
1253237,MOI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,27.648,,,,,Arts & Humanities
1685237,THARAKA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,,Arts & Humanities
1700237,BOMET UNIVERSITY COLLEGE,Arts & Humanities,BACHELOR OF ARTS (PSYCHOLOGY),22.449,22.916,,,,,Arts & Humanities
1425237,ZETECH UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS IN PSYCHOLOGY WITH TECHNOLOGY,22.449,22.916,,,,,Engineering
1057238,EGERTON UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,27.232,30.523,,,,,BACHELOR OF PSYCHOLOGY
1105238,CHUKA UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,24.829,29.612,,,,,BACHELOR OF PSYCHOLOGY
1176238,LAIKIPIA UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY,22.449,24.58,,,,,BACHELOR OF PSYCHOLOGY
1229238,MASENO UNIVERSITY,Other,BACHELOR OF PSYCHOLOGY ( WITH IT),24.074,28.441,,,,,BACHELOR OF PSYCHOLOGY ( WITH IT)
1057239,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,26.662,,,,,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT)
1105239,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,26.217,,,,,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT)
1176239,LAIKIPIA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,22.916,,,,,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT)
1685239,THARAKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),22.449,22.916,,,,,BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT)
1080239,CO-OPERATIVE UNIVERSITY OF KENYA,Other,BACHELOR OF COMMUNITY DEVELOPMENT,22.449,25.098,,,,,BACHELOR OF COMMUNITY DEVELOPMENT
1173240,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,39.369,39.852,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1246240,MURANG'A UNIVERSITY OF TECHNOLOGY,Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,36.535,-,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1249240,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Engineering,BACHELOR OF SCIENCE IN MECHATRONIC ENGINEERING,43.232,42.892,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1196242,"PRESBYTERIAN UNIVERSITY OF EAST
AFRICA",Arts & Humanities,BACHELOR OF ARTS IN MASS COMMUNICATION,22.449,22.916,ENG(101)/KIS(102):C+,,,,Arts & Humanities
1061242,KABARAK UNIVERSITY,Other,BACHELOR OF MASS COMMUNICATION,22.449,24.63,ENG(101)/KIS(102):C+,,,,BACHELOR OF MASS COMMUNICATION
1078242,AFRICA NAZARENE UNIVERSITY,Other,BACHELOR OF MASS COMMUNICATION,22.449,24.067,ENG(101)/KIS(102):C+,,,,BACHELOR OF MASS COMMUNICATION
1249242,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Other,BACHELOR OF MASS COMMUNICATION,30.116,33.007,ENG(101)/KIS(102):C+,,,,BACHELOR OF MASS COMMUNICATION
1181242,"UNIVERSITY OF EASTERN AFRICA,
BARATON",Arts & Humanities,"BACHELOR OF ARTS IN JOURNALISM AND MASS
COMMUNICATION",22.449,22.916,ENG(101)/KIS(102):C+,,,,Arts & Humanities
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1249243,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT AND
ENVIRONMENT)",25.35,28.923,,,,,Environmental Sciences
1060244,RIARA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,32.503,31.615,MAT A(121)/MAT B(122):C,,,,Engineering
1063244,TECHNICAL UNIVERSITY OF MOMBASA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1066244,MANAGEMENT UNIVERSITY OF AFRICA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,MAT A(121)/MAT B(122):C,,,,Engineering
1068244,PAN AFRICA CHRISTIAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1077244,KENYA METHODIST UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1078244,AFRICA NAZARENE UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.254,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1079206,KIRINYAGA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1090244,SCOTT CHRISTIAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1091244,TAITA TAVETA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1093244,UNIVERSITY OF EMBU,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,25.384,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1164244,MULTIMEDIA UNIVERSITY OF KENYA,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.205,29.991,MAT A(121)/MAT B(122):C,,,,Engineering
1166244,SOUTH EASTERN KENYA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1173244,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,31.074,27.902,MAT A(121)/MAT B(122):C,,,,Engineering
1181244,"UNIVERSITY OF EASTERN AFRICA,
BARATON",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1240244,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,26.523,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1246244,MURANG'A UNIVERSITY OF TECHNOLOGY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.359,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1249244,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,34.173,33.016,MAT A(121)/MAT B(122):C,,,,Engineering
1279244,MOUNT KENYA UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,27.32,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1425244,ZETECH UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1500244,THE EAST AFRICAN UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Engineering
1600244,ALUPE UNIVERSITY,IT,BACHELOR OF BUSINESS INFORMATION TECHNOLOGY,-,-,MAT A(121)/MAT B(122):C,,,,Engineering
1082246,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Engineering,"BACHELOR OF SCIENCE (ELECTRICAL AND COMMUNICATION
ENGINEERING)",29.271,34.286,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1164246,MULTIMEDIA UNIVERSITY OF KENYA,Engineering,"BACHELOR OF SCIENCE IN ELECTRICAL AND
TELECOMMUNICATION ENGINEERING",30.939,35.865,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1057249,EGERTON UNIVERSITY,Other,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT
1173247,"DEDAN KIMATHI UNIVERSITY OF
TECHNOLOGY",Other,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF PURCHASING & SUPPLIES MANAGEMENT
1080247,CO-OPERATIVE UNIVERSITY OF KENYA,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT
1087247,KISII UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT
1091247,TAITA TAVETA UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR OF PURCHASING AND SUPPLIES MANAGEMENT
1063247,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Computing
1073247,RONGO UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Computing
1249247,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE IN SUPPLY CHAIN MANAGEMENT,24.391,21.444,MAT A(121)/MAT B(122):C,,,,Computing
1053248,"JARAMOGI OGINGA ODINGA UNIVERSITY
OF SCIENCE AND TECHNOLOGY",Other,BACHELOR OF LOGISTICS AND SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Computing
1078249,AFRICA NAZARENE UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1166249,SOUTH EASTERN KENYA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1229245,MASENO UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLY CHAIN,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1460249,"KIRIRI WOMENS UNIVERSITY OF SCIENCE
AND TECHNOLOGY",Business,"BACHELOR OF PROCUREMENT AND SUPPLY CHAIN
MANAGEMENT",-,-,MAT A(121)/MAT B(122):C,,,,Business
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1093249,UNIVERSITY OF EMBU,Other,BACHELOR PURCHASING AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,BACHELOR PURCHASING AND SUPPLIES MANAGEMENT
1079247,KIRINYAGA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND SUPPLIES MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1246249,MURANG'A UNIVERSITY OF TECHNOLOGY,Business,"BACHELOR OF SCIENCE (PROCUREMENT AND SUPPLIES
MANAGEMENT)",21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1061250,KABARAK UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1103250,KCA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1105247,CHUKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1105250,CHUKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,-,-,MAT A(121)/MAT B(122):C,,,,Business
1164250,MULTIMEDIA UNIVERSITY OF KENYA,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1240250,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1685250,THARAKA UNIVERSITY,Business,BACHELOR OF PROCUREMENT AND LOGISTICS MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1279250,MOUNT KENYA UNIVERSITY,Business,BACHELOR OF PROCUREMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Business
1082251,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Engineering,"BACHELOR OF SCIENCE (MECHANICAL AND INDUSTRIAL
ENGINEERING)",33.753,35.66,MAT A(121):C+,PHY(232):C+,CHE(233):C+,ENG(101)/KIS(102):C+,Engineering
1425255,ZETECH UNIVERSITY,Other,BACHELOR OF PURCHASING AND SUPPLY CHAIN MANAGEMENT,21.375,21.444,MAT A(121)/MAT B(122):C,,,,Computing
1279255,MOUNT KENYA UNIVERSITY,Other,BACHELOR IN SUPPLY CHAIN AND LOGISTICS MANAGEMENT,-,-,MAT A(121)/MAT B(122):C,,,,Computing
1082256,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Business,"BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND
MARKETING",15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1087256,KISII UNIVERSITY,Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1091256,TAITA TAVETA UNIVERSITY,Business,BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1057257,EGERTON UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1105257,CHUKA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1165257,MAASAI MARA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1176257,LAIKIPIA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1685257,THARAKA UNIVERSITY,Business,BACHELOR OF AGRIBUSINESS MANAGEMENT,15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1170258,MACHAKOS UNIVERSITY,Business,"BACHELOR OF SCIENCE IN AGRIBUSINESS MANAGEMENT AND
TRADE",15.864,16.974,MAT A(121):C,"BIO(231)/AGR(443)/BST(56
5):C+",,,Business
1249259,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Pure Sciences,"BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND
DEVELOPMENT)",22.449,29.989,,,,,"BACHELOR OF SCIENCE (PUBLIC MANAGEMENT AND
DEVELOPMENT)"
1103259,KCA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT,22.449,22.916,,,,,BACHELOR OF SCIENCE IN PUBLIC MANAGEMENT
1240191,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Pure Sciences,BACHELOR OF SCIENCE (FOOD SCIENCE AND NUTRITION),15.864,-,BIO(231):C,CHE(233):C,"MAT A(121)/MAT
B(122)/PHY(232)/GEO(312):C",ENG(101)/KIS(102):C,Agriculture
1093278,UNIVERSITY OF EMBU,Pure Sciences,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,,Engineering
1263278,UNIVERSITY OF NAIROBI,Pure Sciences,BACHELOR OF SCIENCE (MICROBIOLOGY AND BIOTECHNOLOGY),25.645,25.71,MAT A(121):C,BIO(231):C+,CHE(233):C,,Engineering
1105278,CHUKA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE IN MICROBIOLOGY AND,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,,BACHELOR OF SCIENCE IN MICROBIOLOGY AND
1114279,UNIVERSITY OF ELDORET,Pure Sciences,BACHELOR OF SCIENCE IN MICROBIOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,,BACHELOR OF SCIENCE IN MICROBIOLOGY
1063280,TECHNICAL UNIVERSITY OF MOMBASA,Pure Sciences,"BACHELOR OF TECHNOLOGY IN INDUSTRIAL MICROBIOLOGY &
BIOTECHNOLOGY",15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,,Engineering
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1249281,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Health Sciences,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY),24.6,27.223,MAT A(121):C,BIO(231):C+,CHE(233):C,,BACHELOR OF SCIENCE (MEDICAL MICROBIOLOGY)
1240281,"MERU UNIVERSITY OF SCIENCE AND
TECHNOLOGY",Health Sciences,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY,15.683,16.974,MAT A(121):C,BIO(231):C+,CHE(233):C,,BACHELOR OF SCIENCE IN MEDICAL MICROBIOLOGY
1111282,KENYATTA UNIVERSITY,Education,BACHELOR OF EDUCATION (ARTS) FRENCH,32.597,33.386,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,,Education
1082282,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Education,BACHELOR OF EDUCATION (FRENCH),21.858,22.358,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,,Education
1470282,KAIMOSI FRIENDS UNIVERSITY,Education,BACHELOR OF EDUCATION (FRENCH),21.858,22.358,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,,Education
1117282,PWANI UNIVERSITY,Education,BACHELOR OF EDUCATION ARTS (FRENCH),-,-,FRE(501):C+,"ENG(101)/KIS(102)/MAT
A(121)/MAT
B(122)/HAG(311)/GEO(312)
/CRE(313)/IRE(314)/HRE(31
5)/SEE(316)/HSC(441)/ARD(
442)/CMP(451)/GER(502)/A
RB(503)/KSL(504)/MUC(511
)/ACC(561)/COM(562)/BST(",,,Education
1249290,"JOMO KENYATTA UNIVERSITY OF
AGRICULTURE AND TECHNOLOGY",Agriculture,"BACHELOR OF SCIENCE (ANIMAL HEALTH, PRODUCTION &
PROCESSING)",29.401,33.307,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,,Agriculture
1279290,MOUNT KENYA UNIVERSITY,Agriculture,BACHELOR OF SCIENCE IN ANIMAL HEALTH AND PRODUCTION,15.864,17.043,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,,Agriculture
1082290,"MASINDE MULIRO UNIVERSITY OF
SCIENCE & TECHNOLOGY",Agriculture,"BACHELOR OF SCIENCE IN ANIMAL PRODUCTION AND
PROCESSING",15.864,25.234,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,,Agriculture
1111294,KENYATTA UNIVERSITY,Agriculture,"BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH
MANAGEMENT)",25.421,31.296,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,,Agriculture
1117291,PWANI UNIVERSITY,Agriculture,"BACHELOR OF SCIENCE (ANIMAL PRODUCTION & HEALTH
MANAGEMENT)",15.864,17.043,BIO(231):C+,"CHE(233)/MAT
A(121)/PHY(232):C+",,,Agriculture
1073292,RONGO UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),18.144,24.656,GEO(312):C+,,,,Arts & Humanities
1087292,KISII UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),18.144,23.911,GEO(312):C+,,,,Arts & Humanities
1244292,KARATINA UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),18.144,24.685,GEO(312):C+,,,,Arts & Humanities
1253292,MOI UNIVERSITY,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),21.96,27.755,GEO(312):C+,,,,Arts & Humanities
1700292,BOMET UNIVERSITY COLLEGE,Arts & Humanities,BACHELOR OF ARTS (GEOGRAPHY),18.144,22.789,GEO(312):C+,,,,Arts & Humanities
1480292,"CATHOLIC UNIVERSITY OF EASTERN
AFRICA",Arts & Humanities,BACHELOR OF ARTS IN GEOGRAPHY,18.144,18.555,GEO(312):C+,,,,Arts & Humanities
1057292,EGERTON UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (GEOGRAPHY),22.88,28.094,GEO(312):C+,,,,BACHELOR OF SCIENCE (GEOGRAPHY)
1117292,PWANI UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (GEOGRAPHY),18.144,26.787,GEO(312):C+,,,,BACHELOR OF SCIENCE (GEOGRAPHY)
"PROG
CODE",INSTITUTION NAME,Other,PROGRAMME NAME,CUTOFF - 2023,CUTOFF - 2022,SUBJECT 1,SUBJECT 2,SUBJECT 3,SUBJECT 4,PROGRAMME NAME
1176292,LAIKIPIA UNIVERSITY,Pure Sciences,BACHELOR OF SCIENCE (GEOGRAPHY),18.144,24.214,GEO(312):C+,,,,BACHELOR OF SCIENCE (GEOGRAPHY)
1105292,CHUKA UNIVERSITY,Business,BACHELOR OF ARTS IN GEOGRAPHY AND ECONOMICS,22.56,27.87,GEO(312):C+,,,,Business
1114293,UNIVERSITY OF ELDORET,Agriculture,BACHELOR OF SCIENCE (ANIMAL SCIENCE & MANAGEMENT),15.864,25.215,BIO(231):C+,"MAT
A(121)/PHY(232)/CHE(233):",,,Agriculture
